work_order_id,catalog_id,supplier,device_type,technician,shift,build_date,logcnt_ERROR,logcnt_INFO,logcnt_WARN,logcnt_total,loglen_avg,cl_0,cl_1,cl_-1,saw_noise,failure_label
WO-0003241,CAT-1039,SPLR_13,EDGE_AI,Vicki,B,2025-02-10,3,4,2,9,38.55555555555556,0,0,1,1,0
WO-0003242,CAT-1018,SPLR_08,NUC,Sarah,A,2025-02-10,3,7,3,13,34.92307692307692,0,0,1,1,0
WO-0003243,CAT-1116,SPLR_08,EDGE_AI,Katherine,A,2025-02-10,2,13,3,18,31.22222222222222,0,0,1,1,0
WO-0003244,CAT-1004,SPLR_04,RACK2U,Kathy,C,2025-02-10,3,6,1,10,27.5,0,0,1,1,0
WO-0003245,CAT-1062,SPLR_04,EDGE_AI,Margaret,C,2025-02-10,6,11,1,18,33.72222222222222,0,0,1,1,0
WO-0003246,CAT-1117,SPLR_16,RACK2U,Edward,B,2025-02-10,4,11,5,20,28.8,0,0,1,1,0
WO-0003247,CAT-1036,SPLR_16,RACK2U,Samantha,C,2025-02-10,1,8,1,10,34.1,0,0,1,1,0
WO-0003248,CAT-1055,SPLR_15,EMBEDDED_B,Linda,A,2025-02-10,4,8,2,14,35.57142857142857,0,0,1,1,0
WO-0003249,CAT-1020,SPLR_03,RACK1U,Jamie,A,2025-02-10,2,6,2,10,27.4,0,0,1,1,0
WO-0003250,CAT-1098,SPLR_16,NUC,Edward,B,2025-02-10,2,5,2,9,27.11111111111111,0,0,1,1,1
WO-0003251,CAT-1036,SPLR_06,RACK1U,Adam,A,2025-02-10,2,4,4,10,41.7,0,0,1,1,1
WO-0003252,CAT-1055,SPLR_10,RACK2U,Jody,A,2025-02-10,6,6,5,17,34.76470588235294,0,0,1,1,0
WO-0003253,CAT-1040,SPLR_03,EMBEDDED_B,Marissa,A,2025-02-10,3,5,1,9,35.666666666666664,0,0,1,1,0
WO-0003254,CAT-1054,SPLR_07,RACK1U,Anthony,B,2025-02-10,1,7,4,12,34.166666666666664,0,0,1,1,1
WO-0003255,CAT-1054,SPLR_08,EDGE_AI,Dawn,B,2025-02-10,5,7,0,12,35.416666666666664,0,0,1,1,0
WO-0003256,CAT-1109,SPLR_13,EDGE_AI,Kimberly,C,2025-02-10,4,7,0,11,30.0,1,0,0,0,1
WO-0003257,CAT-1017,SPLR_14,STORAGE_NODE,Kelsey,A,2025-02-10,0,9,4,13,27.53846153846154,0,0,1,1,0
WO-0003258,CAT-1035,SPLR_12,U25,Philip,B,2025-02-10,3,3,1,7,36.42857142857143,0,0,1,1,0
WO-0003259,CAT-1049,SPLR_07,RACK1U,Vicki,A,2025-02-10,2,10,1,13,27.692307692307693,0,0,1,1,0
WO-0003260,CAT-1005,SPLR_02,U25,Peter,B,2025-02-10,3,6,1,10,28.5,0,0,1,1,1
WO-0003261,CAT-1098,SPLR_17,U25,Rebecca,B,2025-02-10,4,7,1,12,34.166666666666664,0,0,1,1,0
WO-0003262,CAT-1075,SPLR_15,EMBEDDED_A,Michael,B,2025-02-10,1,6,4,11,27.636363636363637,0,0,1,1,0
WO-0003263,CAT-1113,SPLR_03,EMBEDDED_A,Adam,A,2025-02-10,7,7,2,16,35.0,0,0,1,1,1
WO-0003264,CAT-1096,SPLR_13,NUC,James,A,2025-02-10,4,7,6,17,33.588235294117645,0,0,1,1,1
WO-0003265,CAT-1100,SPLR_02,EMBEDDED_B,Ashley,A,2025-02-10,5,7,1,13,36.69230769230769,0,0,1,1,0
WO-0003266,CAT-1020,SPLR_13,NUC,John,B,2025-02-10,6,2,3,11,37.18181818181818,0,0,1,1,1
WO-0003267,CAT-1101,SPLR_10,RACK2U,Steven,A,2025-02-10,0,6,3,9,27.333333333333332,0,0,1,1,0
WO-0003268,CAT-1035,SPLR_15,EDGE_AI,Jody,A,2025-02-10,1,12,0,13,29.307692307692307,0,0,1,1,0
WO-0003269,CAT-1038,SPLR_06,EMBEDDED_B,Peter,A,2025-02-10,1,3,0,4,39.75,0,0,1,1,0
WO-0003270,CAT-1059,SPLR_14,NUC,Amy,B,2025-02-10,7,6,3,16,38.9375,0,0,1,1,1
WO-0003271,CAT-1030,SPLR_10,RACK1U,Kathy,C,2025-02-10,1,12,3,16,28.3125,0,0,1,1,0
WO-0003272,CAT-1093,SPLR_02,RACK1U,Lisa,A,2025-02-10,2,5,3,10,42.5,0,0,1,1,0
WO-0003273,CAT-1089,SPLR_05,EMBEDDED_A,Peter,C,2025-02-10,4,8,4,16,27.9375,0,0,1,1,0
WO-0003274,CAT-1080,SPLR_09,NUC,Anna,B,2025-02-10,1,7,1,9,28.444444444444443,0,0,1,1,0
WO-0003275,CAT-1050,SPLR_06,EMBEDDED_B,Dawn,B,2025-02-10,0,9,5,14,27.714285714285715,0,0,1,1,0
WO-0003276,CAT-1105,SPLR_07,RACK2U,Heather,B,2025-02-10,3,3,2,8,26.875,0,0,1,1,0
WO-0003277,CAT-1097,SPLR_08,EMBEDDED_B,Steven,A,2025-02-10,2,6,2,10,27.6,0,0,1,1,0
WO-0003278,CAT-1001,SPLR_02,NUC,Michael,A,2025-02-10,3,6,0,9,27.22222222222222,0,0,1,1,0
WO-0003279,CAT-1002,SPLR_15,EMBEDDED_B,Shannon,C,2025-02-10,5,8,1,14,32.92857142857143,0,0,1,1,0
WO-0003280,CAT-1066,SPLR_12,EMBEDDED_A,Michael,B,2025-02-11,0,4,1,5,25.6,0,0,1,1,0
WO-0003281,CAT-1014,SPLR_06,EDGE_AI,Vicki,C,2025-02-11,4,8,1,13,36.46153846153846,0,0,1,1,0
WO-0003282,CAT-1119,SPLR_05,EDGE_AI,Jay,A,2025-02-11,2,7,1,10,29.1,0,0,1,1,0
WO-0003283,CAT-1088,SPLR_01,EDGE_AI,Megan,A,2025-02-11,2,5,1,8,36.25,1,0,0,0,0
WO-0003284,CAT-1048,SPLR_07,EMBEDDED_B,Alexis,C,2025-02-11,3,2,7,12,38.166666666666664,0,0,1,1,0
WO-0003285,CAT-1001,SPLR_10,RACK2U,Gilbert,B,2025-02-11,3,9,1,13,31.615384615384617,0,0,1,1,0
WO-0003286,CAT-1085,SPLR_09,EMBEDDED_A,Shannon,C,2025-02-11,0,3,4,7,28.0,0,0,1,1,0
WO-0003287,CAT-1073,SPLR_06,RACK1U,Katelyn,A,2025-02-11,0,7,1,8,29.875,0,0,1,1,0
WO-0003288,CAT-1107,SPLR_06,EDGE_AI,Alice,C,2025-02-11,0,5,3,8,34.875,1,0,0,0,1
WO-0003289,CAT-1032,SPLR_11,U25,Edward,A,2025-02-11,3,5,3,11,47.09090909090909,0,0,1,1,0
WO-0003290,CAT-1081,SPLR_17,RACK1U,Erik,A,2025-02-11,0,8,4,12,29.666666666666668,0,0,1,1,0
WO-0003291,CAT-1051,SPLR_11,NUC,Taylor,A,2025-02-11,2,7,3,12,35.666666666666664,0,0,1,1,1
WO-0003292,CAT-1117,SPLR_01,EDGE_AI,Vicki,B,2025-02-11,5,4,3,12,35.916666666666664,0,0,1,1,0
WO-0003293,CAT-1107,SPLR_02,U25,Derrick,B,2025-02-11,2,8,2,12,26.916666666666668,0,0,1,1,0
WO-0003294,CAT-1063,SPLR_11,EMBEDDED_A,Jose,A,2025-02-11,3,3,0,6,27.333333333333332,0,0,1,1,0
WO-0003295,CAT-1005,SPLR_13,NUC,Margaret,A,2025-02-11,1,7,5,13,33.84615384615385,0,0,1,1,0
WO-0003296,CAT-1062,SPLR_04,RACK2U,Adam,C,2025-02-11,4,7,2,13,34.61538461538461,1,0,0,0,0
WO-0003297,CAT-1094,SPLR_15,EMBEDDED_B,Peter,A,2025-02-11,1,7,2,10,27.6,0,0,1,1,0
WO-0003298,CAT-1085,SPLR_07,EDGE_AI,Theresa,B,2025-02-11,6,6,4,16,33.9375,0,0,1,1,1
WO-0003299,CAT-1083,SPLR_07,RACK2U,Adam,B,2025-02-11,7,6,3,16,39.125,0,0,1,1,0
WO-0003300,CAT-1046,SPLR_15,U25,Brandon,A,2025-02-11,1,8,3,12,30.916666666666668,0,0,1,1,0
WO-0003301,CAT-1069,SPLR_13,EMBEDDED_B,Erin,A,2025-02-11,2,9,4,15,30.933333333333334,0,0,1,1,0
WO-0003302,CAT-1036,SPLR_13,STORAGE_NODE,Philip,C,2025-02-11,2,8,2,12,30.583333333333332,0,0,1,1,0
WO-0003303,CAT-1071,SPLR_10,NUC,Brandon,A,2025-02-11,2,7,2,11,32.90909090909091,0,0,1,1,0
WO-0003304,CAT-1048,SPLR_08,U25,Derrick,B,2025-02-11,2,8,2,12,29.166666666666668,0,0,1,1,0
WO-0003305,CAT-1054,SPLR_09,EMBEDDED_B,Erik,C,2025-02-11,1,6,7,14,31.142857142857142,1,0,0,0,0
WO-0003306,CAT-1023,SPLR_07,STORAGE_NODE,Heather,C,2025-02-11,3,11,0,14,28.857142857142858,0,0,1,1,0
WO-0003307,CAT-1108,SPLR_02,EMBEDDED_B,Steven,A,2025-02-11,0,8,2,10,27.9,0,0,1,1,0
WO-0003308,CAT-1004,SPLR_11,EMBEDDED_B,Kyle,B,2025-02-11,4,4,4,12,26.5,0,0,1,1,0
WO-0003309,CAT-1059,SPLR_07,EDGE_AI,Michael,C,2025-02-11,5,3,3,11,34.81818181818182,1,0,0,0,1
WO-0003310,CAT-1019,SPLR_14,STORAGE_NODE,Gregory,A,2025-02-11,3,8,3,14,32.357142857142854,1,0,0,0,1
WO-0003311,CAT-1026,SPLR_05,EDGE_AI,Erin,A,2025-02-11,8,11,0,19,33.94736842105263,0,0,1,1,0
WO-0003312,CAT-1038,SPLR_12,STORAGE_NODE,Lisa,A,2025-02-11,3,4,4,11,35.45454545454545,1,0,0,0,1
WO-0003313,CAT-1050,SPLR_08,RACK1U,Felicia,B,2025-02-11,4,7,7,18,36.833333333333336,0,0,1,1,0
WO-0003314,CAT-1092,SPLR_15,NUC,Alexis,A,2025-02-11,2,4,0,6,29.333333333333332,0,0,1,1,0
WO-0003315,CAT-1015,SPLR_17,EMBEDDED_B,Heather,A,2025-02-11,1,8,1,10,30.7,0,0,1,1,0
WO-0003316,CAT-1040,SPLR_08,EMBEDDED_B,Shannon,A,2025-02-11,2,7,1,10,28.2,0,0,1,1,0
WO-0003317,CAT-1011,SPLR_02,RACK1U,Aaron,A,2025-02-11,1,9,2,12,27.416666666666668,0,0,1,1,0
WO-0003318,CAT-1100,SPLR_15,EDGE_AI,Felicia,A,2025-02-11,2,5,5,12,35.083333333333336,0,0,1,1,0
WO-0003319,CAT-1017,SPLR_03,STORAGE_NODE,Tracy,A,2025-02-11,3,3,3,9,32.44444444444444,0,0,1,1,0
WO-0003320,CAT-1107,SPLR_07,EDGE_AI,Adam,B,2025-02-11,1,6,3,10,29.4,0,0,1,1,0
WO-0003321,CAT-1059,SPLR_15,U25,Donna,A,2025-02-11,3,2,2,7,28.428571428571427,0,0,1,1,0
WO-0003322,CAT-1113,SPLR_07,STORAGE_NODE,Carolyn,B,2025-02-11,1,5,4,10,26.6,0,0,1,1,0
WO-0003323,CAT-1080,SPLR_10,U25,Michael,A,2025-02-11,3,8,2,13,34.30769230769231,0,0,1,1,0
WO-0003324,CAT-1003,SPLR_10,RACK2U,Gabriel,B,2025-02-11,2,10,1,13,31.384615384615383,0,0,1,1,1
WO-0003325,CAT-1092,SPLR_16,RACK1U,Gabriel,B,2025-02-11,1,4,2,7,35.714285714285715,0,0,1,1,1
WO-0003326,CAT-1060,SPLR_08,NUC,Heather,B,2025-02-11,1,6,5,12,33.75,0,0,1,1,0
WO-0003327,CAT-1073,SPLR_04,RACK1U,Gregory,A,2025-02-11,1,8,2,11,26.272727272727273,0,0,1,1,0
WO-0003328,CAT-1040,SPLR_15,RACK1U,Gregory,B,2025-02-11,5,7,2,14,33.142857142857146,0,0,1,1,0
WO-0003329,CAT-1050,SPLR_11,U25,Katherine,A,2025-02-11,3,5,4,12,36.916666666666664,0,0,1,1,1
WO-0003330,CAT-1024,SPLR_07,EMBEDDED_A,Daniel,A,2025-02-11,5,8,1,14,39.857142857142854,0,0,1,1,0
WO-0003331,CAT-1078,SPLR_17,STORAGE_NODE,Jose,A,2025-02-11,0,11,2,13,26.923076923076923,0,0,1,1,0
WO-0003332,CAT-1006,SPLR_08,RACK1U,Samantha,B,2025-02-11,6,6,3,15,38.2,0,0,1,1,0
WO-0003333,CAT-1086,SPLR_13,EMBEDDED_B,Kevin,B,2025-02-11,4,8,0,12,35.916666666666664,0,0,1,1,1
WO-0003334,CAT-1067,SPLR_09,EMBEDDED_B,Gabriel,B,2025-02-11,2,8,3,13,26.153846153846153,0,0,1,1,0
WO-0003335,CAT-1076,SPLR_14,RACK2U,Jay,A,2025-02-11,3,8,2,13,28.23076923076923,0,0,1,1,0
WO-0003336,CAT-1045,SPLR_17,RACK1U,Tiffany,A,2025-02-11,2,4,2,8,28.5,0,0,1,1,0
WO-0003337,CAT-1060,SPLR_08,STORAGE_NODE,Kimberly,C,2025-02-11,3,10,1,14,31.071428571428573,0,0,1,1,0
WO-0003338,CAT-1103,SPLR_15,STORAGE_NODE,Steven,A,2025-02-11,0,7,3,10,27.4,0,0,1,1,1
WO-0003339,CAT-1100,SPLR_06,RACK1U,Erik,B,2025-02-11,1,5,1,7,27.0,0,0,1,1,0
WO-0003340,CAT-1080,SPLR_14,U25,Jonathan,A,2025-02-11,2,10,1,13,27.846153846153847,0,0,1,1,0
WO-0003341,CAT-1023,SPLR_06,EMBEDDED_A,Brian,B,2025-02-11,3,5,1,9,31.666666666666668,0,0,1,1,1
WO-0003342,CAT-1107,SPLR_15,EMBEDDED_A,Donna,A,2025-02-11,5,4,0,9,38.77777777777778,1,0,0,0,0
WO-0003343,CAT-1097,SPLR_14,EDGE_AI,Timothy,B,2025-02-11,1,6,1,8,27.25,0,0,1,1,0
WO-0003344,CAT-1005,SPLR_08,NUC,Margaret,A,2025-02-11,1,3,1,5,34.2,1,0,0,0,0
WO-0003345,CAT-1062,SPLR_09,EDGE_AI,Adam,B,2025-02-11,3,5,5,13,33.0,1,0,0,0,0
WO-0003346,CAT-1108,SPLR_02,NUC,Lisa,C,2025-02-11,0,9,1,10,27.0,0,0,1,1,0
WO-0003347,CAT-1042,SPLR_16,EDGE_AI,Donna,B,2025-02-11,1,5,3,9,28.666666666666668,0,0,1,1,0
WO-0003348,CAT-1020,SPLR_17,EMBEDDED_A,Peter,B,2025-02-11,1,6,4,11,29.363636363636363,0,0,1,1,0
WO-0003349,CAT-1011,SPLR_11,U25,Donna,A,2025-02-11,1,8,2,11,29.363636363636363,0,0,1,1,0
WO-0003350,CAT-1090,SPLR_09,NUC,Aaron,B,2025-02-11,4,3,2,9,30.333333333333332,0,0,1,1,0
WO-0003351,CAT-1083,SPLR_04,RACK2U,Amy,A,2025-02-11,3,5,1,9,30.88888888888889,0,0,1,1,1
WO-0003352,CAT-1034,SPLR_03,STORAGE_NODE,Michael,C,2025-02-11,2,7,1,10,35.6,0,0,1,1,1
WO-0003353,CAT-1100,SPLR_15,NUC,Rachel,A,2025-02-11,5,11,3,19,33.10526315789474,0,0,1,1,0
WO-0003354,CAT-1023,SPLR_11,EMBEDDED_B,Jody,C,2025-02-11,3,7,1,11,27.272727272727273,0,0,1,1,0
WO-0003355,CAT-1050,SPLR_06,EDGE_AI,Anthony,C,2025-02-11,1,5,4,10,38.2,1,0,0,0,0
WO-0003356,CAT-1119,SPLR_03,RACK1U,Erik,B,2025-02-11,1,8,3,12,27.25,0,0,1,1,0
WO-0003357,CAT-1037,SPLR_15,NUC,Brenda,B,2025-02-11,3,5,4,12,34.333333333333336,1,0,0,0,0
WO-0003358,CAT-1117,SPLR_12,EMBEDDED_A,Adrienne,C,2025-02-11,7,8,3,18,38.333333333333336,0,0,1,1,0
WO-0003359,CAT-1080,SPLR_07,RACK1U,James,B,2025-02-11,2,8,1,11,28.09090909090909,0,0,1,1,1
WO-0003360,CAT-1087,SPLR_09,RACK2U,Felicia,A,2025-02-12,1,2,1,4,29.25,0,0,1,1,0
WO-0003361,CAT-1008,SPLR_17,EMBEDDED_A,Kyle,B,2025-02-12,1,8,2,11,28.636363636363637,0,0,1,1,0
WO-0003362,CAT-1001,SPLR_01,EDGE_AI,Joseph,A,2025-02-12,4,7,1,12,28.333333333333332,0,0,1,1,0
WO-0003363,CAT-1026,SPLR_10,RACK2U,Steven,B,2025-02-12,1,4,4,9,28.333333333333332,0,0,1,1,1
WO-0003364,CAT-1058,SPLR_01,U25,Ashley,A,2025-02-12,5,8,2,15,37.666666666666664,0,0,1,1,0
WO-0003365,CAT-1000,SPLR_07,NUC,Michelle,A,2025-02-12,3,7,6,16,28.1875,0,0,1,1,0
WO-0003366,CAT-1003,SPLR_11,EMBEDDED_A,Jay,B,2025-02-12,1,6,1,8,27.125,0,0,1,1,0
WO-0003367,CAT-1083,SPLR_01,NUC,Lisa,A,2025-02-12,6,9,3,18,35.888888888888886,0,0,1,1,0
WO-0003368,CAT-1009,SPLR_04,EDGE_AI,Kimberly,B,2025-02-12,2,7,5,14,33.0,1,0,0,0,1
WO-0003369,CAT-1085,SPLR_12,EDGE_AI,Samantha,B,2025-02-12,6,9,2,17,31.294117647058822,0,0,1,1,0
WO-0003370,CAT-1117,SPLR_09,EMBEDDED_B,Brenda,A,2025-02-12,4,4,1,9,43.111111111111114,1,0,0,0,0
WO-0003371,CAT-1040,SPLR_06,RACK2U,Adrienne,A,2025-02-12,3,5,3,11,27.636363636363637,0,0,1,1,1
WO-0003372,CAT-1099,SPLR_14,EMBEDDED_B,Gerald,B,2025-02-12,6,7,4,17,33.0,1,0,0,0,0
WO-0003373,CAT-1080,SPLR_11,NUC,Vicki,A,2025-02-12,4,9,5,18,35.44444444444444,0,0,1,1,0
WO-0003374,CAT-1094,SPLR_17,EDGE_AI,Amy,C,2025-02-12,0,6,4,10,28.8,0,0,1,1,0
WO-0003375,CAT-1055,SPLR_17,NUC,Katelyn,B,2025-02-12,2,13,3,18,30.166666666666668,0,0,1,1,0
WO-0003376,CAT-1032,SPLR_05,EMBEDDED_B,Susan,B,2025-02-12,1,8,4,13,26.307692307692307,0,0,1,1,0
WO-0003377,CAT-1005,SPLR_14,NUC,Jody,B,2025-02-12,0,8,2,10,27.6,0,0,1,1,0
WO-0003378,CAT-1047,SPLR_13,EMBEDDED_B,Marissa,B,2025-02-12,2,6,1,9,36.0,0,0,1,1,0
WO-0003379,CAT-1034,SPLR_04,STORAGE_NODE,Tiffany,A,2025-02-12,2,5,2,9,28.555555555555557,0,0,1,1,0
WO-0003380,CAT-1005,SPLR_05,U25,Ashley,A,2025-02-12,1,8,2,11,27.727272727272727,0,0,1,1,0
WO-0003381,CAT-1069,SPLR_06,EMBEDDED_A,Amy,B,2025-02-12,1,3,1,5,28.6,0,0,1,1,1
WO-0003382,CAT-1107,SPLR_12,STORAGE_NODE,Jose,C,2025-02-12,4,6,2,12,34.083333333333336,0,0,1,1,0
WO-0003383,CAT-1001,SPLR_15,STORAGE_NODE,Thomas,B,2025-02-12,6,5,3,14,37.142857142857146,1,0,0,0,0
WO-0003384,CAT-1049,SPLR_09,RACK2U,Alice,B,2025-02-12,1,6,5,12,27.583333333333332,0,0,1,1,0
WO-0003385,CAT-1092,SPLR_04,RACK1U,Wesley,A,2025-02-12,6,7,3,16,36.25,0,0,1,1,1
WO-0003386,CAT-1039,SPLR_07,RACK1U,Anthony,A,2025-02-12,3,11,2,16,31.625,0,0,1,1,1
WO-0003387,CAT-1107,SPLR_07,EDGE_AI,Michael,B,2025-02-12,1,7,1,9,26.666666666666668,0,0,1,1,0
WO-0003388,CAT-1045,SPLR_10,EMBEDDED_A,Sarah,C,2025-02-12,2,5,5,12,36.166666666666664,0,0,1,1,0
WO-0003389,CAT-1114,SPLR_15,STORAGE_NODE,Rachel,A,2025-02-12,0,7,1,8,29.75,0,0,1,1,0
WO-0003390,CAT-1087,SPLR_07,EMBEDDED_A,Jonathan,A,2025-02-12,8,10,0,18,37.44444444444444,0,0,1,1,0
WO-0003391,CAT-1094,SPLR_05,STORAGE_NODE,Katherine,B,2025-02-12,4,5,5,14,35.357142857142854,0,0,1,1,1
WO-0003392,CAT-1065,SPLR_01,EMBEDDED_B,Joseph,A,2025-02-12,2,7,2,11,28.727272727272727,0,0,1,1,0
WO-0003393,CAT-1061,SPLR_14,U25,Katherine,A,2025-02-12,3,8,0,11,28.363636363636363,0,0,1,1,0
WO-0003394,CAT-1085,SPLR_11,EMBEDDED_A,Rachel,B,2025-02-12,1,5,4,10,38.3,1,0,0,0,0
WO-0003395,CAT-1099,SPLR_17,EDGE_AI,Sarah,A,2025-02-12,4,4,3,11,37.90909090909091,1,0,0,0,0
WO-0003396,CAT-1090,SPLR_03,STORAGE_NODE,Timothy,A,2025-02-12,2,5,1,8,25.625,0,0,1,1,0
WO-0003397,CAT-1095,SPLR_09,U25,John,B,2025-02-12,1,6,2,9,29.444444444444443,0,0,1,1,0
WO-0003398,CAT-1065,SPLR_01,EDGE_AI,Anna,A,2025-02-12,2,3,2,7,31.0,0,0,1,1,1
WO-0003399,CAT-1019,SPLR_05,STORAGE_NODE,Michael,C,2025-02-12,3,3,0,6,32.666666666666664,0,0,1,1,0
WO-0003400,CAT-1061,SPLR_08,NUC,Steven,A,2025-02-12,2,9,7,18,35.22222222222222,0,0,1,1,0
WO-0003401,CAT-1054,SPLR_06,RACK2U,Anthony,B,2025-02-12,0,10,0,10,26.4,0,0,1,1,0
WO-0003402,CAT-1107,SPLR_08,EDGE_AI,Jay,C,2025-02-12,1,4,5,10,28.9,0,0,1,1,0
WO-0003403,CAT-1072,SPLR_15,RACK1U,Susan,A,2025-02-12,4,1,3,8,34.375,0,0,1,1,0
WO-0003404,CAT-1042,SPLR_15,STORAGE_NODE,Gerald,B,2025-02-12,0,7,4,11,26.0,0,0,1,1,0
WO-0003405,CAT-1095,SPLR_17,EMBEDDED_A,Brandon,B,2025-02-12,4,4,4,12,37.25,0,0,1,1,1
WO-0003406,CAT-1118,SPLR_13,EMBEDDED_B,Michelle,A,2025-02-12,2,3,3,8,34.25,1,0,0,0,0
WO-0003407,CAT-1090,SPLR_07,EDGE_AI,Gilbert,B,2025-02-12,1,5,1,7,33.42857142857143,0,0,1,1,0
WO-0003408,CAT-1064,SPLR_15,EMBEDDED_B,Taylor,B,2025-02-12,3,8,5,16,36.5625,0,0,1,1,0
WO-0003409,CAT-1094,SPLR_03,RACK2U,Thomas,C,2025-02-12,1,8,1,10,27.4,0,0,1,1,1
WO-0003410,CAT-1046,SPLR_16,EMBEDDED_B,Dawn,A,2025-02-12,4,3,2,9,35.44444444444444,1,0,0,0,0
WO-0003411,CAT-1119,SPLR_13,U25,Allison,B,2025-02-12,0,6,2,8,26.875,0,0,1,1,1
WO-0003412,CAT-1044,SPLR_05,U25,Donna,B,2025-02-12,4,7,2,13,36.30769230769231,0,0,1,1,1
WO-0003413,CAT-1022,SPLR_03,EDGE_AI,Erin,B,2025-02-12,3,7,3,13,30.53846153846154,0,0,1,1,0
WO-0003414,CAT-1060,SPLR_15,RACK2U,Erica,A,2025-02-12,2,7,6,15,37.06666666666667,0,0,1,1,0
WO-0003415,CAT-1053,SPLR_17,RACK1U,Brian,B,2025-02-12,4,7,0,11,33.90909090909091,1,0,0,0,0
WO-0003416,CAT-1067,SPLR_03,EDGE_AI,Heather,A,2025-02-12,4,2,2,8,28.125,0,0,1,1,0
WO-0003417,CAT-1091,SPLR_09,RACK2U,Jonathan,B,2025-02-12,2,10,2,14,30.642857142857142,0,0,1,1,0
WO-0003418,CAT-1093,SPLR_05,U25,Taylor,B,2025-02-12,1,3,2,6,40.333333333333336,0,1,0,0,0
WO-0003419,CAT-1013,SPLR_06,EDGE_AI,Vicki,A,2025-02-12,4,9,5,18,35.111111111111114,0,0,1,1,0
WO-0003420,CAT-1097,SPLR_05,EDGE_AI,Adam,A,2025-02-12,0,8,1,9,29.22222222222222,0,0,1,1,0
WO-0003421,CAT-1112,SPLR_03,STORAGE_NODE,Gary,A,2025-02-12,0,0,3,3,28.0,0,0,1,1,0
WO-0003422,CAT-1117,SPLR_05,RACK2U,Thomas,B,2025-02-12,1,5,4,10,31.3,0,0,1,1,0
WO-0003423,CAT-1106,SPLR_05,EMBEDDED_A,Kimberly,A,2025-02-12,7,3,4,14,33.785714285714285,0,0,1,1,0
WO-0003424,CAT-1051,SPLR_06,U25,James,A,2025-02-12,4,5,2,11,29.727272727272727,0,0,1,1,0
WO-0003425,CAT-1012,SPLR_17,STORAGE_NODE,Danielle,C,2025-02-12,6,5,5,16,35.5,0,0,1,1,0
WO-0003426,CAT-1081,SPLR_15,RACK1U,Danielle,A,2025-02-12,3,8,2,13,30.0,0,0,1,1,0
WO-0003427,CAT-1043,SPLR_15,EMBEDDED_A,Wesley,A,2025-02-12,2,6,4,12,29.916666666666668,0,0,1,1,1
WO-0003428,CAT-1046,SPLR_12,EDGE_AI,Susan,A,2025-02-12,0,10,0,10,29.8,0,0,1,1,0
WO-0003429,CAT-1062,SPLR_02,RACK1U,Aaron,A,2025-02-12,3,8,1,12,33.333333333333336,0,0,1,1,1
WO-0003430,CAT-1049,SPLR_05,RACK1U,Gilbert,B,2025-02-12,2,6,2,10,29.3,0,0,1,1,0
WO-0003431,CAT-1108,SPLR_09,EMBEDDED_B,Michelle,A,2025-02-12,4,4,1,9,28.77777777777778,0,0,1,1,0
WO-0003432,CAT-1090,SPLR_02,STORAGE_NODE,Daniel,A,2025-02-12,1,5,5,11,27.272727272727273,0,0,1,1,1
WO-0003433,CAT-1046,SPLR_17,NUC,Susan,B,2025-02-12,5,7,4,16,40.4375,0,0,1,1,0
WO-0003434,CAT-1112,SPLR_06,U25,Trevor,A,2025-02-12,3,4,2,9,30.333333333333332,0,0,1,1,0
WO-0003435,CAT-1053,SPLR_01,EMBEDDED_B,Heather,B,2025-02-12,6,7,1,14,42.857142857142854,0,0,1,1,1
WO-0003436,CAT-1089,SPLR_09,STORAGE_NODE,Katherine,B,2025-02-12,0,6,3,9,28.88888888888889,0,0,1,1,0
WO-0003437,CAT-1041,SPLR_04,RACK2U,Lisa,B,2025-02-12,2,3,1,6,26.666666666666668,0,0,1,1,1
WO-0003438,CAT-1016,SPLR_06,U25,Mark,B,2025-02-12,4,6,0,10,29.0,0,0,1,1,0
WO-0003439,CAT-1104,SPLR_10,EMBEDDED_B,Derrick,B,2025-02-12,4,7,6,17,31.294117647058822,0,0,1,1,0
WO-0003440,CAT-1040,SPLR_15,NUC,Gerald,A,2025-02-13,7,9,3,19,36.78947368421053,0,0,1,1,0
WO-0003441,CAT-1110,SPLR_03,NUC,Marissa,B,2025-02-13,2,6,2,10,31.8,0,0,1,1,0
WO-0003442,CAT-1089,SPLR_10,RACK2U,Gregory,B,2025-02-13,6,5,4,15,43.2,0,0,1,1,0
WO-0003443,CAT-1084,SPLR_03,U25,Donald,A,2025-02-13,4,4,3,11,39.45454545454545,0,0,1,1,1
WO-0003444,CAT-1112,SPLR_11,STORAGE_NODE,Timothy,C,2025-02-13,0,6,2,8,28.875,0,0,1,1,0
WO-0003445,CAT-1042,SPLR_08,RACK2U,Daniel,A,2025-02-13,2,8,2,12,28.333333333333332,0,0,1,1,1
WO-0003446,CAT-1005,SPLR_13,EMBEDDED_B,Carolyn,A,2025-02-13,3,3,4,10,41.0,0,0,1,1,0
WO-0003447,CAT-1095,SPLR_09,EMBEDDED_A,Samantha,C,2025-02-13,2,5,2,9,30.77777777777778,0,0,1,1,0
WO-0003448,CAT-1005,SPLR_12,NUC,Susan,A,2025-02-13,4,5,4,13,41.38461538461539,0,0,1,1,1
WO-0003449,CAT-1084,SPLR_07,EDGE_AI,Katherine,B,2025-02-13,6,7,6,19,35.73684210526316,1,0,0,0,0
