work_order_id,ts,level,message
WO-0002949,2025-02-06T06:35:03,WARN,device id c5dff6 detected
WO-0002949,2025-02-06T06:35:46,WARN,invoking task install_driver
WO-0002949,2025-02-06T06:49:11,ERROR,Attestation failed: EK cert chain not trusted
WO-0002949,2025-02-06T06:51:43,WARN,checksum f8f6f48a verified
WO-0002949,2025-02-06T06:52:04,INFO,checksum 30246610 verified
WO-0002949,2025-02-06T06:52:27,ERROR,BMC REST call exceeded 30s; endpoint=/redfish/v1/Systems; token=b409728a716b
WO-0002949,2025-02-06T06:52:29,WARN,BMC REST call exceeded 30s; endpoint=/redfish/v1/Systems; token=46257e9b646c
WO-0002949,2025-02-06T06:54:53,WARN,device id 681932 detected
WO-0002949,2025-02-06T06:58:12,INFO,invoking task stage_image
WO-0002950,2025-02-06T14:07:40,INFO,device id 252c05 detected
WO-0002950,2025-02-06T14:19:50,ERROR,Attestation failed: EK cert chain not trusted
WO-0002950,2025-02-06T14:21:54,ERROR,flasher refused downgrade from v2.2.7 to v2.3.9
WO-0002950,2025-02-06T14:24:23,INFO,checksum 74f6b577 verified
WO-0002950,2025-02-06T14:35:33,WARN,step completed: qc duration=88s
WO-0002950,2025-02-06T14:43:06,INFO,device id 169588 detected
WO-0002950,2025-02-06T14:45:58,ERROR,invoking task stage_image
WO-0002950,2025-02-06T14:52:15,ERROR,IPMI fallback triggered; redfish unresponsive from 192.168.64.102
WO-0002950,2025-02-06T14:52:42,ERROR,IPMI fallback triggered; redfish unresponsive from 10.83.1.248
WO-0002951,2025-02-06T16:05:40,ERROR,invoking task collect_telemetry
WO-0002951,2025-02-06T16:19:35,ERROR,PCIe training failed for GPU0: link width x8 speed 16GT/s
WO-0002951,2025-02-06T16:21:54,ERROR,AER reported fatal error on GPU function; retraining required
WO-0002951,2025-02-06T16:24:20,INFO,step completed: flash duration=70s
WO-0002951,2025-02-06T16:36:33,INFO,step completed: audit duration=2s
WO-0002951,2025-02-06T16:45:01,ERROR,checksum b717fbe9 verified
WO-0002951,2025-02-06T16:46:28,ERROR,PCIe training failed for GPU0: link width x4 speed 16GT/s
WO-0002951,2025-02-06T16:48:55,INFO,checksum 56883ad9 verified
WO-0002951,2025-02-06T16:52:54,INFO,step completed: flash duration=64s
WO-0002951,2025-02-06T16:55:23,INFO,checksum 2e216e20 verified
WO-0002952,2025-02-06T12:03:02,INFO,device id 9268b2 detected
WO-0002952,2025-02-06T12:10:32,INFO,checksum 57301f49 verified
WO-0002952,2025-02-06T12:15:04,INFO,invoking task collect_telemetry
WO-0002952,2025-02-06T12:15:39,INFO,invoking task collect_telemetry
WO-0002952,2025-02-06T12:24:29,WARN,checksum e5dcd710 verified
WO-0002952,2025-02-06T12:33:47,INFO,device id 1a391e detected
WO-0002952,2025-02-06T12:39:19,INFO,step completed: provision duration=87s
WO-0002952,2025-02-06T12:50:16,WARN,checksum d9fdf295 verified
WO-0002952,2025-02-06T12:53:07,WARN,invoking task stage_image
WO-0002953,2025-02-06T08:06:20,ERROR,step completed: qc duration=95s
WO-0002953,2025-02-06T08:11:36,INFO,device id deeff2 detected
WO-0002953,2025-02-06T08:24:25,ERROR,device id 4d55d5 detected
WO-0002953,2025-02-06T08:25:57,INFO,step completed: flash duration=34s
WO-0002953,2025-02-06T08:29:18,INFO,step completed: qc duration=93s
WO-0002953,2025-02-06T08:31:14,INFO,invoking task run_memtest
WO-0002953,2025-02-06T08:33:49,INFO,invoking task install_driver
WO-0002953,2025-02-06T08:34:17,INFO,device id 04beef detected
WO-0002953,2025-02-06T08:36:00,WARN,Attestation failed: EK cert chain not trusted
WO-0002953,2025-02-06T08:39:59,ERROR,checksum f3e14edf verified
WO-0002953,2025-02-06T08:43:16,INFO,checksum 11ef110b verified
WO-0002953,2025-02-06T08:52:59,INFO,step completed: provision duration=46s
WO-0002954,2025-02-06T10:06:12,WARN,invoking task collect_telemetry
WO-0002954,2025-02-06T10:07:45,ERROR,device id 025095 detected
WO-0002954,2025-02-06T10:14:46,WARN,device id 306910 detected
WO-0002954,2025-02-06T10:17:42,WARN,invoking task run_memtest
WO-0002954,2025-02-06T10:22:38,INFO,invoking task collect_telemetry
WO-0002954,2025-02-06T10:23:38,INFO,invoking task install_driver
WO-0002954,2025-02-06T10:28:14,ERROR,device id 573db0 detected
WO-0002954,2025-02-06T10:36:31,INFO,checksum 7af8d058 verified
WO-0002954,2025-02-06T10:47:04,INFO,device id e5035c detected
WO-0002954,2025-02-06T10:48:43,WARN,step completed: flash duration=66s
WO-0002954,2025-02-06T10:52:52,ERROR,invoking task collect_telemetry
WO-0002954,2025-02-06T10:53:14,WARN,step completed: provision duration=114s
WO-0002954,2025-02-06T10:57:09,INFO,step completed: audit duration=100s
WO-0002954,2025-02-06T10:57:27,INFO,device id 77097c detected
WO-0002955,2025-02-06T11:20:34,WARN,device id bf2ab6 detected
WO-0002955,2025-02-06T11:24:03,INFO,device id 163ef5 detected
WO-0002955,2025-02-06T11:25:03,ERROR,Hub reset required; descriptor read timeout on port 7
WO-0002955,2025-02-06T11:30:22,WARN,step completed: qc duration=40s
WO-0002955,2025-02-06T11:43:25,WARN,step completed: flash duration=6s
WO-0002955,2025-02-06T11:49:31,WARN,Hub reset required; descriptor read timeout on port 2
WO-0002955,2025-02-06T11:51:45,INFO,invoking task stage_image
WO-0002955,2025-02-06T11:52:16,INFO,invoking task stage_image
WO-0002955,2025-02-06T11:53:04,ERROR,checksum 6fdd70b9 verified
WO-0002955,2025-02-06T11:53:12,WARN,checksum 2ab1c1b4 verified
WO-0002956,2025-02-06T09:00:58,INFO,step completed: audit duration=111s
WO-0002956,2025-02-06T09:16:39,INFO,step completed: flash duration=86s
WO-0002956,2025-02-06T09:33:47,WARN,invoking task stage_image
WO-0002956,2025-02-06T09:42:02,INFO,checksum 0f168004 verified
WO-0002957,2025-02-06T08:09:08,INFO,step completed: provision duration=79s
WO-0002957,2025-02-06T08:12:28,ERROR,checksum 03d41a36 verified
WO-0002957,2025-02-06T08:29:00,INFO,invoking task install_driver
WO-0002957,2025-02-06T08:32:20,INFO,device id 489571 detected
WO-0002957,2025-02-06T08:42:43,WARN,device id b49ceb detected
WO-0002957,2025-02-06T08:52:26,INFO,checksum f49db87b verified
WO-0002957,2025-02-06T08:56:51,INFO,step completed: qc duration=95s
WO-0002958,2025-02-06T14:06:08,INFO,device id ad06cc detected
WO-0002958,2025-02-06T14:16:28,WARN,device id db882c detected
WO-0002958,2025-02-06T14:30:29,WARN,invoking task stage_image
WO-0002958,2025-02-06T14:33:21,INFO,invoking task run_memtest
WO-0002958,2025-02-06T14:38:45,INFO,invoking task collect_telemetry
WO-0002958,2025-02-06T14:43:20,ERROR,invoking task run_memtest
WO-0002958,2025-02-06T14:45:54,ERROR,USB bus stall: device 52b088170e6e on port 2 failed to enumerate
WO-0002958,2025-02-06T14:46:35,INFO,invoking task stage_image
WO-0002958,2025-02-06T14:59:56,INFO,invoking task install_driver
WO-0002959,2025-02-06T15:09:28,INFO,invoking task collect_telemetry
WO-0002959,2025-02-06T15:09:36,ERROR,device id 31a8eb detected
WO-0002959,2025-02-06T15:10:19,INFO,checksum 5ef27ce7 verified
WO-0002959,2025-02-06T15:10:57,WARN,redfish client timeout contacting BMC at 10.218.147.15; session=1974a9bc92b4
WO-0002959,2025-02-06T15:15:48,INFO,device id b23bf2 detected
WO-0002959,2025-02-06T15:18:00,ERROR,USB bus stall: device 48b251906afb on port 4 failed to enumerate
WO-0002959,2025-02-06T15:19:47,WARN,checksum 77dc575c verified
WO-0002959,2025-02-06T15:25:38,ERROR,PCIe training failed for GPU0: link width x1 speed 16GT/s
WO-0002959,2025-02-06T15:29:46,WARN,redfish client timeout contacting BMC at 192.168.148.65; session=61a498358141
WO-0002959,2025-02-06T15:30:52,INFO,checksum 3f965fa8 verified
WO-0002959,2025-02-06T15:33:51,ERROR,USB bus stall: device bc822cb745a2 on port 4 failed to enumerate
WO-0002959,2025-02-06T15:35:56,ERROR,Hub reset required; descriptor read timeout on port 6
WO-0002959,2025-02-06T15:40:57,WARN,IPMI fallback triggered; redfish unresponsive from 172.30.159.111
WO-0002959,2025-02-06T15:44:12,INFO,invoking task collect_telemetry
WO-0002959,2025-02-06T15:59:42,INFO,device id 0a97ab detected
WO-0002960,2025-02-07T08:08:57,INFO,checksum b07e0594 verified
WO-0002960,2025-02-07T08:19:48,INFO,device id ad3bc3 detected
WO-0002960,2025-02-07T08:27:12,ERROR,device id cf1a58 detected
WO-0002960,2025-02-07T08:39:56,INFO,invoking task collect_telemetry
WO-0002960,2025-02-07T08:41:31,ERROR,step completed: audit duration=89s
WO-0002960,2025-02-07T08:46:51,INFO,checksum 7ad60b4c verified
WO-0002961,2025-02-07T14:11:45,INFO,checksum d57105c6 verified
WO-0002961,2025-02-07T14:12:31,INFO,step completed: flash duration=5s
WO-0002961,2025-02-07T14:14:14,WARN,checksum 347bae10 verified
WO-0002961,2025-02-07T14:15:11,INFO,step completed: provision duration=66s
WO-0002961,2025-02-07T14:15:12,INFO,invoking task collect_telemetry
WO-0002961,2025-02-07T14:23:32,INFO,device id 55e34e detected
WO-0002961,2025-02-07T14:24:00,INFO,device id 40e78f detected
WO-0002961,2025-02-07T14:33:30,WARN,checksum a5fc8663 verified
WO-0002961,2025-02-07T14:35:47,INFO,step completed: audit duration=66s
WO-0002961,2025-02-07T14:58:18,WARN,device id 085605 detected
WO-0002962,2025-02-07T12:19:40,WARN,device id cbe0a8 detected
WO-0002962,2025-02-07T12:26:03,WARN,invoking task install_driver
WO-0002962,2025-02-07T12:26:06,INFO,invoking task stage_image
WO-0002962,2025-02-07T12:32:20,INFO,step completed: audit duration=10s
WO-0002962,2025-02-07T12:46:22,INFO,checksum b325d718 verified
WO-0002962,2025-02-07T12:47:53,INFO,device id 547d85 detected
WO-0002962,2025-02-07T12:59:38,WARN,step completed: flash duration=76s
WO-0002963,2025-02-07T10:01:43,WARN,device id 668344 detected
WO-0002963,2025-02-07T10:07:59,INFO,device id 85b308 detected
WO-0002963,2025-02-07T10:09:51,INFO,checksum 5f8052e6 verified
WO-0002963,2025-02-07T10:13:46,INFO,step completed: qc duration=43s
WO-0002963,2025-02-07T10:25:44,WARN,invoking task run_memtest
WO-0002963,2025-02-07T10:37:41,INFO,checksum d2b613d2 verified
WO-0002963,2025-02-07T10:54:06,WARN,checksum 7eae77fb verified
WO-0002963,2025-02-07T10:55:14,INFO,invoking task stage_image
WO-0002963,2025-02-07T10:58:56,INFO,invoking task collect_telemetry
WO-0002964,2025-02-07T11:00:51,INFO,device id 843b57 detected
WO-0002964,2025-02-07T11:03:24,INFO,checksum db22c05b verified
WO-0002964,2025-02-07T11:04:10,WARN,checksum 2707494b verified
WO-0002964,2025-02-07T11:08:54,INFO,checksum e4b618b5 verified
WO-0002964,2025-02-07T11:09:21,ERROR,device id b6bb90 detected
WO-0002964,2025-02-07T11:16:32,ERROR,invoking task stage_image
WO-0002964,2025-02-07T11:23:06,INFO,invoking task install_driver
WO-0002964,2025-02-07T11:23:26,INFO,step completed: audit duration=2s
WO-0002964,2025-02-07T11:25:47,INFO,device id 4f2c78 detected
WO-0002964,2025-02-07T11:26:29,ERROR,slot 2: drive presence=0; expected SAS/SATA; serial=73026cf2156f
WO-0002964,2025-02-07T11:47:48,INFO,device id cfcac8 detected
WO-0002964,2025-02-07T11:51:43,INFO,device id 7f770c detected
WO-0002965,2025-02-07T15:05:21,INFO,device id 8465f4 detected
WO-0002965,2025-02-07T15:08:34,WARN,step completed: provision duration=4s
WO-0002965,2025-02-07T15:14:41,INFO,step completed: provision duration=39s
WO-0002965,2025-02-07T15:39:26,INFO,device id 5dac3a detected
WO-0002965,2025-02-07T15:46:58,INFO,device id 849dd5 detected
WO-0002966,2025-02-07T15:02:51,ERROR,flasher refused downgrade from v1.9.17 to v3.6.1
WO-0002966,2025-02-07T15:06:49,INFO,step completed: qc duration=110s
WO-0002966,2025-02-07T15:09:35,INFO,checksum db140ba1 verified
WO-0002966,2025-02-07T15:10:37,WARN,UEFI verification failed: signature invalid
WO-0002966,2025-02-07T15:11:19,INFO,checksum 9d93e0e9 verified
WO-0002966,2025-02-07T15:17:58,ERROR,Secure Boot policy blocked unsigned bootloader 9fdf5e66e5f2
WO-0002966,2025-02-07T15:19:33,ERROR,checksum 7449d1b1 verified
WO-0002966,2025-02-07T15:20:04,INFO,step completed: flash duration=103s
WO-0002966,2025-02-07T15:25:02,INFO,step completed: flash duration=101s
WO-0002966,2025-02-07T15:26:16,INFO,device id 5f9266 detected
WO-0002966,2025-02-07T15:27:38,ERROR,UEFI verification failed: signature invalid
WO-0002966,2025-02-07T15:28:25,INFO,device id 93ba56 detected
WO-0002966,2025-02-07T15:31:35,ERROR,catalog policy violation: image v3.6.12 vs device v3.7.18
WO-0002966,2025-02-07T15:33:16,INFO,device id c87814 detected
WO-0002966,2025-02-07T15:33:43,INFO,invoking task run_memtest
WO-0002966,2025-02-07T15:38:11,WARN,catalog policy violation: image v4.5.16 vs device v4.0.1
WO-0002966,2025-02-07T15:49:50,INFO,step completed: qc duration=56s
WO-0002966,2025-02-07T15:52:59,INFO,checksum fcc0064d verified
WO-0002966,2025-02-07T15:58:29,INFO,checksum 8dd86c86 verified
WO-0002967,2025-02-07T16:01:02,WARN,invoking task install_driver
WO-0002967,2025-02-07T16:03:57,ERROR,device id ee9b2b detected
WO-0002967,2025-02-07T16:06:04,INFO,device id 6670cf detected
WO-0002967,2025-02-07T16:10:25,WARN,Attestation failed: EK cert chain not trusted
WO-0002967,2025-02-07T16:14:23,INFO,step completed: flash duration=74s
WO-0002967,2025-02-07T16:16:36,INFO,invoking task run_memtest
WO-0002967,2025-02-07T16:26:18,INFO,step completed: qc duration=16s
WO-0002967,2025-02-07T16:40:54,WARN,IPMI fallback triggered; redfish unresponsive from 10.88.232.224
WO-0002967,2025-02-07T16:47:43,WARN,"TPM quote invalid; PCR mismatch on indices [0,7]"
WO-0002967,2025-02-07T16:50:34,WARN,invoking task collect_telemetry
WO-0002967,2025-02-07T16:51:17,INFO,step completed: flash duration=102s
WO-0002967,2025-02-07T16:56:21,INFO,invoking task install_driver
WO-0002967,2025-02-07T16:58:18,WARN,checksum 1eb64eaf verified
WO-0002968,2025-02-07T12:25:13,WARN,AER reported fatal error on GPU function; retraining required
WO-0002968,2025-02-07T12:40:49,WARN,PCIe training failed for GPU0: link width x8 speed 5GT/s
WO-0002968,2025-02-07T12:41:37,WARN,checksum b7a639c3 verified
WO-0002968,2025-02-07T12:48:13,INFO,checksum 6a88c270 verified
WO-0002968,2025-02-07T12:54:12,ERROR,checksum bf949d50 verified
WO-0002968,2025-02-07T12:54:21,INFO,step completed: provision duration=4s
WO-0002968,2025-02-07T12:55:01,INFO,step completed: audit duration=106s
WO-0002968,2025-02-07T12:55:34,WARN,PCIe training failed for GPU0: link width x4 speed 5GT/s
WO-0002968,2025-02-07T12:55:39,INFO,step completed: provision duration=73s
WO-0002968,2025-02-07T12:56:44,INFO,step completed: audit duration=72s
WO-0002969,2025-02-07T07:16:37,ERROR,device id 32d8d4 detected
WO-0002969,2025-02-07T07:18:17,ERROR,device id f0a750 detected
WO-0002969,2025-02-07T07:32:26,INFO,checksum 5c25541d verified
WO-0002969,2025-02-07T07:34:48,INFO,device id d57998 detected
WO-0002969,2025-02-07T07:47:45,INFO,invoking task install_driver
WO-0002969,2025-02-07T07:55:58,INFO,step completed: audit duration=32s
WO-0002970,2025-02-07T12:10:38,ERROR,firmware expected=v3.0.4 actual=v2.4.12; aborting flash
WO-0002970,2025-02-07T12:11:11,INFO,invoking task run_memtest
WO-0002970,2025-02-07T12:12:37,WARN,device id 2567f2 detected
WO-0002970,2025-02-07T12:17:28,ERROR,UEFI verification failed: signature invalid
WO-0002970,2025-02-07T12:20:43,WARN,invoking task stage_image
WO-0002970,2025-02-07T12:26:32,WARN,checksum 5e5cc72b verified
WO-0002970,2025-02-07T12:32:06,INFO,invoking task collect_telemetry
WO-0002970,2025-02-07T12:34:09,INFO,step completed: qc duration=82s
WO-0002970,2025-02-07T12:38:07,INFO,step completed: provision duration=49s
WO-0002970,2025-02-07T12:38:13,INFO,invoking task stage_image
WO-0002970,2025-02-07T12:47:07,ERROR,catalog policy violation: image v4.3.5 vs device v4.2.0
WO-0002970,2025-02-07T12:49:56,INFO,invoking task collect_telemetry
WO-0002970,2025-02-07T12:55:17,INFO,device id 12c6f5 detected
WO-0002970,2025-02-07T12:55:31,INFO,step completed: qc duration=17s
WO-0002971,2025-02-07T16:04:31,INFO,device id 77e046 detected
WO-0002971,2025-02-07T16:13:50,WARN,step completed: flash duration=65s
WO-0002971,2025-02-07T16:22:43,ERROR,storage verify failed: tray 10 empty or bad seating
WO-0002971,2025-02-07T16:29:18,INFO,step completed: qc duration=18s
WO-0002971,2025-02-07T16:33:39,WARN,invoking task install_driver
WO-0002971,2025-02-07T16:35:05,ERROR,invoking task stage_image
WO-0002971,2025-02-07T16:45:54,ERROR,slot 10: drive presence=0; expected SAS/SATA; serial=6af91dc1278c
WO-0002971,2025-02-07T16:46:10,INFO,step completed: provision duration=117s
WO-0002971,2025-02-07T16:53:47,WARN,invoking task install_driver
WO-0002972,2025-02-07T06:10:47,WARN,device id 56e009 detected
WO-0002972,2025-02-07T06:24:17,WARN,checksum 86d78caf verified
WO-0002972,2025-02-07T06:26:04,INFO,checksum 22a8b95d verified
WO-0002972,2025-02-07T06:33:40,INFO,device id f133c1 detected
WO-0002972,2025-02-07T06:34:47,WARN,invoking task install_driver
WO-0002972,2025-02-07T06:37:00,INFO,device id 644b80 detected
WO-0002972,2025-02-07T06:40:03,INFO,step completed: flash duration=21s
WO-0002972,2025-02-07T06:41:10,WARN,step completed: flash duration=90s
WO-0002972,2025-02-07T06:41:41,INFO,device id b05abe detected
WO-0002972,2025-02-07T06:52:20,ERROR,step completed: flash duration=23s
WO-0002973,2025-02-07T08:05:55,WARN,device id 3c816d detected
WO-0002973,2025-02-07T08:08:19,INFO,device id 48046b detected
WO-0002973,2025-02-07T08:09:26,INFO,step completed: qc duration=115s
WO-0002973,2025-02-07T08:11:27,WARN,storage verify failed: tray 9 empty or bad seating
WO-0002973,2025-02-07T08:30:09,ERROR,checksum f9c6ce13 verified
WO-0002973,2025-02-07T08:41:58,INFO,checksum 66370034 verified
WO-0002973,2025-02-07T08:43:38,INFO,device id 85b2e5 detected
WO-0002973,2025-02-07T08:49:26,INFO,invoking task collect_telemetry
WO-0002973,2025-02-07T08:53:12,INFO,invoking task stage_image
WO-0002973,2025-02-07T08:55:44,WARN,storage verify failed: tray 10 empty or bad seating
WO-0002973,2025-02-07T08:55:56,WARN,step completed: flash duration=7s
WO-0002973,2025-02-07T08:57:40,ERROR,checksum 5dd448c8 verified
WO-0002974,2025-02-07T11:03:34,INFO,invoking task run_memtest
WO-0002974,2025-02-07T11:25:29,ERROR,device id 5bf22d detected
WO-0002974,2025-02-07T11:34:12,WARN,step completed: flash duration=108s
WO-0002974,2025-02-07T11:35:03,ERROR,checksum 93778eb2 verified
WO-0002974,2025-02-07T11:35:13,INFO,checksum 0e48ec4d verified
WO-0002974,2025-02-07T11:42:57,ERROR,device id cfb438 detected
WO-0002974,2025-02-07T11:47:54,INFO,checksum b8733e0d verified
WO-0002974,2025-02-07T11:49:00,INFO,invoking task collect_telemetry
WO-0002975,2025-02-07T12:00:34,INFO,device id 074916 detected
WO-0002975,2025-02-07T12:01:13,WARN,step completed: provision duration=96s
WO-0002975,2025-02-07T12:03:14,INFO,device id d75d22 detected
WO-0002975,2025-02-07T12:03:58,INFO,invoking task collect_telemetry
WO-0002975,2025-02-07T12:21:06,INFO,checksum 5a3e53c5 verified
WO-0002975,2025-02-07T12:23:33,INFO,invoking task stage_image
WO-0002975,2025-02-07T12:33:42,INFO,invoking task stage_image
WO-0002975,2025-02-07T12:41:36,WARN,step completed: flash duration=70s
WO-0002975,2025-02-07T12:48:15,INFO,checksum 77e85f48 verified
WO-0002975,2025-02-07T12:49:30,INFO,checksum f5ead450 verified
WO-0002976,2025-02-07T10:02:08,WARN,step completed: flash duration=21s
WO-0002976,2025-02-07T10:04:23,INFO,invoking task collect_telemetry
WO-0002976,2025-02-07T10:06:45,ERROR,IPMI fallback triggered; redfish unresponsive from 192.168.171.95
WO-0002976,2025-02-07T10:24:27,INFO,invoking task collect_telemetry
WO-0002976,2025-02-07T10:38:45,INFO,device id 01c157 detected
WO-0002976,2025-02-07T10:39:33,ERROR,invoking task collect_telemetry
WO-0002976,2025-02-07T10:42:35,ERROR,redfish client timeout contacting BMC at 10.75.1.238; session=20e07c9aa7c8
WO-0002976,2025-02-07T10:50:21,WARN,BMC REST call exceeded 30s; endpoint=/redfish/v1/Systems; token=d096adfc435d
WO-0002977,2025-02-07T17:11:04,INFO,checksum 1c4f717a verified
WO-0002977,2025-02-07T17:11:10,WARN,step completed: qc duration=49s
WO-0002977,2025-02-07T17:12:24,INFO,device id 5f4cc1 detected
WO-0002977,2025-02-07T17:14:21,WARN,invoking task collect_telemetry
WO-0002977,2025-02-07T17:17:55,INFO,step completed: qc duration=105s
WO-0002977,2025-02-07T17:39:35,INFO,device id 966662 detected
WO-0002977,2025-02-07T17:43:34,INFO,checksum 7f853990 verified
WO-0002978,2025-02-07T06:00:02,INFO,device id cab977 detected
WO-0002978,2025-02-07T06:01:47,INFO,device id 51502f detected
WO-0002978,2025-02-07T06:01:52,INFO,checksum 2ad07364 verified
WO-0002978,2025-02-07T06:07:29,INFO,invoking task install_driver
WO-0002978,2025-02-07T06:16:11,INFO,step completed: provision duration=42s
WO-0002978,2025-02-07T06:16:55,INFO,device id 62e6dc detected
WO-0002978,2025-02-07T06:18:05,INFO,invoking task install_driver
WO-0002978,2025-02-07T06:28:23,WARN,device id 62a198 detected
WO-0002978,2025-02-07T06:43:30,WARN,step completed: audit duration=8s
WO-0002978,2025-02-07T06:47:50,WARN,device id 577e78 detected
WO-0002978,2025-02-07T06:52:41,WARN,invoking task install_driver
WO-0002978,2025-02-07T06:55:46,WARN,checksum 449e5a50 verified
WO-0002979,2025-02-07T11:11:01,ERROR,step completed: audit duration=90s
WO-0002979,2025-02-07T11:11:24,INFO,checksum ce62d67b verified
WO-0002979,2025-02-07T11:14:37,WARN,invoking task stage_image
WO-0002979,2025-02-07T11:17:14,INFO,step completed: flash duration=91s
WO-0002979,2025-02-07T11:17:19,INFO,invoking task collect_telemetry
WO-0002979,2025-02-07T11:28:53,INFO,device id 6ea3fd detected
WO-0002979,2025-02-07T11:30:06,INFO,device id 6f7c7e detected
WO-0002979,2025-02-07T11:31:55,INFO,checksum 11dcb02b verified
WO-0002979,2025-02-07T11:38:11,INFO,checksum d44fa988 verified
WO-0002979,2025-02-07T11:39:38,ERROR,device id 09d3aa detected
WO-0002979,2025-02-07T11:41:02,ERROR,AER reported fatal error on GPU function; retraining required
WO-0002979,2025-02-07T11:52:46,ERROR,device id 1af159 detected
WO-0002979,2025-02-07T11:57:36,INFO,step completed: qc duration=59s
WO-0002980,2025-02-07T09:10:49,INFO,checksum 204b354e verified
WO-0002980,2025-02-07T09:12:10,WARN,invoking task run_memtest
WO-0002980,2025-02-07T09:20:18,WARN,step completed: qc duration=41s
WO-0002980,2025-02-07T09:23:13,WARN,invoking task collect_telemetry
WO-0002980,2025-02-07T09:28:31,INFO,invoking task run_memtest
WO-0002980,2025-02-07T09:28:51,ERROR,invoking task stage_image
WO-0002980,2025-02-07T09:32:06,WARN,catalog policy violation: image v1.5.12 vs device v3.2.3
WO-0002980,2025-02-07T09:33:34,ERROR,step completed: provision duration=44s
WO-0002980,2025-02-07T09:34:10,INFO,invoking task stage_image
WO-0002980,2025-02-07T09:39:43,INFO,step completed: qc duration=86s
WO-0002980,2025-02-07T09:53:34,INFO,checksum 85d3e00d verified
WO-0002980,2025-02-07T09:55:45,WARN,firmware expected=v4.2.2 actual=v3.3.10; aborting flash
WO-0002981,2025-02-07T10:07:31,WARN,invoking task stage_image
WO-0002981,2025-02-07T10:14:58,WARN,invoking task collect_telemetry
WO-0002981,2025-02-07T10:18:46,INFO,device id e542a0 detected
WO-0002981,2025-02-07T10:19:02,INFO,invoking task install_driver
WO-0002981,2025-02-07T10:19:19,ERROR,step completed: qc duration=82s
WO-0002981,2025-02-07T10:31:39,INFO,device id f345b6 detected
WO-0002981,2025-02-07T10:34:53,INFO,step completed: qc duration=14s
WO-0002981,2025-02-07T10:36:56,WARN,step completed: provision duration=17s
WO-0002981,2025-02-07T10:48:00,WARN,step completed: audit duration=66s
WO-0002981,2025-02-07T10:56:40,INFO,checksum 19d69207 verified
WO-0002982,2025-02-07T12:04:40,WARN,invoking task install_driver
WO-0002982,2025-02-07T12:16:53,INFO,checksum d659a5d6 verified
WO-0002982,2025-02-07T12:17:33,INFO,checksum 494ee088 verified
WO-0002982,2025-02-07T12:22:02,INFO,checksum 65af3b75 verified
WO-0002982,2025-02-07T12:30:59,ERROR,slot 2: drive presence=0; expected SAS/SATA; serial=a29f2212a41d
WO-0002982,2025-02-07T12:37:48,WARN,checksum e20e678c verified
WO-0002982,2025-02-07T12:45:25,INFO,device id 6d4f62 detected
WO-0002982,2025-02-07T12:48:08,ERROR,HBA reported link loss on expander port 1
WO-0002982,2025-02-07T12:51:03,WARN,checksum c74f72c5 verified
WO-0002982,2025-02-07T12:52:23,INFO,step completed: flash duration=77s
WO-0002982,2025-02-07T12:55:00,INFO,step completed: audit duration=91s
WO-0002982,2025-02-07T12:57:52,ERROR,checksum d736bf59 verified
WO-0002982,2025-02-07T12:58:41,INFO,step completed: qc duration=107s
WO-0002983,2025-02-07T09:08:21,ERROR,invoking task collect_telemetry
WO-0002983,2025-02-07T09:11:32,INFO,checksum 427d012d verified
WO-0002983,2025-02-07T09:22:26,WARN,invoking task collect_telemetry
WO-0002983,2025-02-07T09:23:21,WARN,step completed: provision duration=70s
WO-0002983,2025-02-07T09:35:39,WARN,device id 0eed75 detected
WO-0002983,2025-02-07T09:42:31,INFO,checksum 45b9d993 verified
WO-0002983,2025-02-07T09:49:01,INFO,step completed: provision duration=114s
WO-0002984,2025-02-07T09:01:13,INFO,checksum fc59cc23 verified
WO-0002984,2025-02-07T09:04:01,INFO,invoking task collect_telemetry
WO-0002984,2025-02-07T09:25:14,WARN,device id 8926de detected
WO-0002984,2025-02-07T09:29:29,INFO,step completed: qc duration=74s
WO-0002984,2025-02-07T09:32:19,INFO,step completed: provision duration=115s
WO-0002984,2025-02-07T09:52:03,INFO,device id 5c8186 detected
WO-0002985,2025-02-07T10:02:06,INFO,checksum e88ff6dd verified
WO-0002985,2025-02-07T10:04:13,WARN,invoking task run_memtest
WO-0002985,2025-02-07T10:09:23,INFO,step completed: provision duration=58s
WO-0002985,2025-02-07T10:12:40,INFO,step completed: qc duration=96s
WO-0002985,2025-02-07T10:18:14,INFO,device id b51096 detected
WO-0002985,2025-02-07T10:31:36,WARN,firmware expected=v2.7.19 actual=v4.1.10; aborting flash
WO-0002985,2025-02-07T10:38:41,ERROR,catalog policy violation: image v1.1.5 vs device v3.7.4
WO-0002985,2025-02-07T10:44:58,ERROR,device id 4fbc6a detected
WO-0002985,2025-02-07T10:46:45,WARN,catalog policy violation: image v1.7.17 vs device v3.6.16
WO-0002985,2025-02-07T10:49:21,INFO,checksum 411216a8 verified
WO-0002985,2025-02-07T10:50:12,INFO,step completed: flash duration=76s
WO-0002985,2025-02-07T10:51:46,INFO,step completed: provision duration=48s
WO-0002986,2025-02-07T16:13:47,INFO,checksum 11cda08c verified
WO-0002986,2025-02-07T16:20:32,WARN,SAS link drop: phy3 reset; negotiated 0 Gbps
WO-0002986,2025-02-07T16:21:09,ERROR,HBA reported link loss on expander port 0
WO-0002986,2025-02-07T16:21:26,WARN,step completed: flash duration=24s
