work_order_id,catalog_id,supplier,device_type,technician,shift,build_date,failure_label
WO-0002956,CAT-1056,SPLR_11,EMBEDDED_A,Heather,C,2025-02-06,0
WO-0002957,CAT-1043,SPLR_06,RACK1U,Nathaniel,B,2025-02-06,1
WO-0002958,CAT-1103,SPLR_09,EMBEDDED_B,Allison,B,2025-02-06,0
WO-0002959,CAT-1081,SPLR_12,U25,Danielle,B,2025-02-06,0
WO-0002960,CAT-1052,SPLR_10,EDGE_AI,Brian,B,2025-02-07,1
WO-0002961,CAT-1023,SPLR_02,EDGE_AI,Linda,B,2025-02-07,0
WO-0002962,CAT-1043,SPLR_10,RACK2U,Wesley,A,2025-02-07,0
WO-0002963,CAT-1118,SPLR_01,EMBEDDED_A,Brenda,A,2025-02-07,0
WO-0002964,CAT-1035,SPLR_14,EMBEDDED_B,Jonathan,A,2025-02-07,1
WO-0002965,CAT-1067,SPLR_10,EMBEDDED_A,Jonathan,B,2025-02-07,0
WO-0002966,CAT-1059,SPLR_01,EMBEDDED_A,Erica,B,2025-02-07,0
WO-0002967,CAT-1098,SPLR_06,NUC,Thomas,B,2025-02-07,1
WO-0002968,CAT-1085,SPLR_04,U25,Aaron,C,2025-02-07,0
WO-0002969,CAT-1081,SPLR_11,RACK2U,Kelsey,B,2025-02-07,0
WO-0002970,CAT-1071,SPLR_02,RACK2U,Anthony,C,2025-02-07,0
WO-0002971,CAT-1047,SPLR_15,EMBEDDED_A,Philip,A,2025-02-07,1
WO-0002972,CAT-1076,SPLR_11,EMBEDDED_A,Jonathan,A,2025-02-07,0
WO-0002973,CAT-1025,SPLR_14,RACK2U,Danielle,B,2025-02-07,0
WO-0002974,CAT-1057,SPLR_10,RACK1U,Adrienne,A,2025-02-07,0
WO-0002975,CAT-1002,SPLR_10,RACK1U,Donna,C,2025-02-07,1
WO-0002976,CAT-1119,SPLR_02,RACK2U,Michelle,B,2025-02-07,0
WO-0002977,CAT-1002,SPLR_04,EMBEDDED_B,Jonathan,A,2025-02-07,0
WO-0002978,CAT-1069,SPLR_12,RACK1U,Brandon,A,2025-02-07,0
WO-0002979,CAT-1058,SPLR_14,RACK2U,Erin,B,2025-02-07,1
WO-0002980,CAT-1035,SPLR_12,NUC,Lisa,B,2025-02-07,0
WO-0002981,CAT-1033,SPLR_06,EMBEDDED_A,Aaron,A,2025-02-07,0
WO-0002982,CAT-1028,SPLR_16,STORAGE_NODE,Michelle,A,2025-02-07,0
WO-0002983,CAT-1050,SPLR_08,NUC,Aaron,B,2025-02-07,0
WO-0002984,CAT-1113,SPLR_01,EMBEDDED_A,Michael,A,2025-02-07,0
WO-0002985,CAT-1101,SPLR_01,STORAGE_NODE,Adam,B,2025-02-07,0
WO-0002986,CAT-1082,SPLR_14,STORAGE_NODE,James,A,2025-02-07,1
WO-0002987,CAT-1023,SPLR_14,EDGE_AI,Aaron,A,2025-02-07,1
WO-0002988,CAT-1109,SPLR_12,RACK2U,Philip,B,2025-02-07,0
WO-0002989,CAT-1116,SPLR_01,EMBEDDED_A,Marissa,A,2025-02-07,1
WO-0002990,CAT-1060,SPLR_08,EDGE_AI,Michelle,B,2025-02-07,0
WO-0002991,CAT-1023,SPLR_05,EDGE_AI,Gary,B,2025-02-07,0
WO-0002992,CAT-1001,SPLR_15,EDGE_AI,Adam,A,2025-02-07,0
WO-0002993,CAT-1047,SPLR_09,RACK2U,Brandon,A,2025-02-07,0
WO-0002994,CAT-1106,SPLR_17,STORAGE_NODE,Kyle,B,2025-02-07,0
WO-0002995,CAT-1006,SPLR_12,EDGE_AI,Kyle,B,2025-02-07,0
WO-0002996,CAT-1016,SPLR_02,U25,Tracy,B,2025-02-07,0
WO-0002997,CAT-1119,SPLR_05,EMBEDDED_B,Kimberly,C,2025-02-07,0
WO-0002998,CAT-1078,SPLR_16,RACK2U,Theresa,A,2025-02-07,0
WO-0002999,CAT-1104,SPLR_13,EDGE_AI,Heather,B,2025-02-07,0
WO-0003000,CAT-1021,SPLR_02,RACK1U,Erica,B,2025-02-07,0
WO-0003001,CAT-1020,SPLR_14,EMBEDDED_A,Adrienne,B,2025-02-07,0
WO-0003002,CAT-1109,SPLR_01,NUC,Allison,B,2025-02-07,0
WO-0003003,CAT-1093,SPLR_14,U25,Gabriel,A,2025-02-07,1
WO-0003004,CAT-1058,SPLR_04,STORAGE_NODE,Michael,B,2025-02-07,0
WO-0003005,CAT-1007,SPLR_11,RACK2U,Michelle,C,2025-02-07,0
WO-0003006,CAT-1075,SPLR_01,EMBEDDED_B,Derrick,C,2025-02-07,1
WO-0003007,CAT-1057,SPLR_08,EMBEDDED_B,Jamie,B,2025-02-07,1
WO-0003008,CAT-1013,SPLR_10,NUC,Edward,A,2025-02-07,1
WO-0003009,CAT-1083,SPLR_07,RACK2U,Anthony,A,2025-02-07,1
WO-0003010,CAT-1115,SPLR_13,RACK1U,Linda,B,2025-02-07,1
WO-0003011,CAT-1093,SPLR_17,EMBEDDED_A,Philip,B,2025-02-07,0
WO-0003012,CAT-1097,SPLR_14,U25,Danielle,C,2025-02-07,0
WO-0003013,CAT-1029,SPLR_11,NUC,Gilbert,B,2025-02-07,0
WO-0003014,CAT-1065,SPLR_16,EMBEDDED_A,Heather,C,2025-02-07,1
WO-0003015,CAT-1025,SPLR_01,U25,Jose,C,2025-02-07,0
WO-0003016,CAT-1024,SPLR_02,RACK2U,Susan,C,2025-02-07,1
WO-0003017,CAT-1096,SPLR_07,STORAGE_NODE,Vicki,C,2025-02-07,0
WO-0003018,CAT-1085,SPLR_12,U25,Adam,A,2025-02-07,0
WO-0003019,CAT-1051,SPLR_15,STORAGE_NODE,Jody,C,2025-02-07,1
WO-0003020,CAT-1055,SPLR_10,EMBEDDED_A,Lisa,A,2025-02-07,0
WO-0003021,CAT-1050,SPLR_15,EMBEDDED_A,Danielle,B,2025-02-07,0
WO-0003022,CAT-1047,SPLR_05,RACK2U,Jonathan,B,2025-02-07,0
WO-0003023,CAT-1010,SPLR_08,RACK2U,Daniel,B,2025-02-07,0
WO-0003024,CAT-1020,SPLR_13,RACK2U,Philip,C,2025-02-07,1
WO-0003025,CAT-1073,SPLR_03,STORAGE_NODE,Kelsey,A,2025-02-07,0
WO-0003026,CAT-1022,SPLR_12,EDGE_AI,Alexis,C,2025-02-07,0
WO-0003027,CAT-1051,SPLR_09,EDGE_AI,Michael,B,2025-02-07,0
WO-0003028,CAT-1008,SPLR_16,NUC,Linda,B,2025-02-07,0
WO-0003029,CAT-1087,SPLR_16,RACK1U,Shannon,A,2025-02-07,0
WO-0003030,CAT-1080,SPLR_07,NUC,Michelle,C,2025-02-07,0
WO-0003031,CAT-1112,SPLR_14,EMBEDDED_A,Timothy,A,2025-02-07,0
WO-0003032,CAT-1022,SPLR_03,STORAGE_NODE,Daniel,A,2025-02-07,0
WO-0003033,CAT-1070,SPLR_06,U25,Danielle,C,2025-02-07,0
WO-0003034,CAT-1000,SPLR_09,EDGE_AI,Michael,C,2025-02-07,0
WO-0003035,CAT-1052,SPLR_11,STORAGE_NODE,Nathaniel,B,2025-02-07,0
WO-0003036,CAT-1083,SPLR_02,U25,Sarah,B,2025-02-07,1
WO-0003037,CAT-1102,SPLR_04,STORAGE_NODE,James,C,2025-02-07,0
WO-0003038,CAT-1028,SPLR_12,EMBEDDED_B,Brandon,C,2025-02-07,0
WO-0003039,CAT-1008,SPLR_16,EDGE_AI,Gerald,A,2025-02-07,0
WO-0003040,CAT-1086,SPLR_15,EMBEDDED_B,Dawn,C,2025-02-08,0
WO-0003041,CAT-1094,SPLR_12,U25,Sarah,B,2025-02-08,0
WO-0003042,CAT-1061,SPLR_06,EDGE_AI,Jay,B,2025-02-08,0
WO-0003043,CAT-1027,SPLR_09,U25,Mark,A,2025-02-08,0
WO-0003044,CAT-1073,SPLR_06,RACK1U,Amy,B,2025-02-08,0
WO-0003045,CAT-1083,SPLR_09,U25,Katelyn,A,2025-02-08,0
WO-0003046,CAT-1040,SPLR_17,EMBEDDED_B,Linda,A,2025-02-08,0
WO-0003047,CAT-1093,SPLR_12,EMBEDDED_A,James,A,2025-02-08,1
WO-0003048,CAT-1013,SPLR_03,U25,Shannon,B,2025-02-08,0
WO-0003049,CAT-1023,SPLR_06,NUC,Adrienne,C,2025-02-08,0
WO-0003050,CAT-1022,SPLR_09,EMBEDDED_A,Jay,A,2025-02-08,1
WO-0003051,CAT-1090,SPLR_08,EMBEDDED_B,Nathaniel,C,2025-02-08,0
WO-0003052,CAT-1062,SPLR_15,EDGE_AI,Michelle,B,2025-02-08,0
WO-0003053,CAT-1083,SPLR_15,EMBEDDED_B,Dawn,B,2025-02-08,0
WO-0003054,CAT-1035,SPLR_16,STORAGE_NODE,Gregory,A,2025-02-08,0
WO-0003055,CAT-1061,SPLR_05,NUC,Jose,A,2025-02-08,0
WO-0003056,CAT-1059,SPLR_11,RACK2U,Gilbert,C,2025-02-08,0
WO-0003057,CAT-1105,SPLR_14,EDGE_AI,Taylor,A,2025-02-08,0
WO-0003058,CAT-1040,SPLR_04,EMBEDDED_B,Jonathan,C,2025-02-08,0
WO-0003059,CAT-1067,SPLR_10,EMBEDDED_A,Adam,B,2025-02-08,1
WO-0003060,CAT-1023,SPLR_09,EDGE_AI,Sarah,A,2025-02-08,0
WO-0003061,CAT-1059,SPLR_12,EMBEDDED_B,James,B,2025-02-08,0
WO-0003062,CAT-1076,SPLR_01,EDGE_AI,Michael,A,2025-02-08,0
WO-0003063,CAT-1067,SPLR_06,EMBEDDED_B,Katherine,A,2025-02-08,0
WO-0003064,CAT-1052,SPLR_17,STORAGE_NODE,Jonathan,B,2025-02-08,0
WO-0003065,CAT-1086,SPLR_14,NUC,Kevin,B,2025-02-08,0
WO-0003066,CAT-1068,SPLR_13,NUC,Jamie,A,2025-02-08,0
WO-0003067,CAT-1118,SPLR_09,RACK2U,Kelsey,A,2025-02-08,0
WO-0003068,CAT-1003,SPLR_08,EMBEDDED_B,Lisa,B,2025-02-08,1
WO-0003069,CAT-1112,SPLR_01,EMBEDDED_A,Mark,B,2025-02-08,0
WO-0003070,CAT-1118,SPLR_10,EMBEDDED_A,Sarah,A,2025-02-08,0
WO-0003071,CAT-1100,SPLR_04,NUC,Sarah,A,2025-02-08,0
WO-0003072,CAT-1119,SPLR_04,EMBEDDED_B,Kathy,B,2025-02-08,1
WO-0003073,CAT-1077,SPLR_15,EMBEDDED_B,Katelyn,C,2025-02-08,0
WO-0003074,CAT-1039,SPLR_04,STORAGE_NODE,Gabriel,A,2025-02-08,0
WO-0003075,CAT-1082,SPLR_15,NUC,Thomas,A,2025-02-08,0
WO-0003076,CAT-1068,SPLR_08,U25,Gregory,B,2025-02-08,0
WO-0003077,CAT-1096,SPLR_01,RACK2U,Donna,A,2025-02-08,0
WO-0003078,CAT-1104,SPLR_03,EMBEDDED_A,Kyle,C,2025-02-08,0
WO-0003079,CAT-1040,SPLR_09,RACK2U,Jonathan,B,2025-02-08,0
WO-0003080,CAT-1101,SPLR_12,RACK2U,Erik,A,2025-02-08,1
WO-0003081,CAT-1031,SPLR_17,EMBEDDED_A,Dawn,B,2025-02-08,0
WO-0003082,CAT-1008,SPLR_01,U25,Kathy,C,2025-02-08,0
WO-0003083,CAT-1021,SPLR_15,STORAGE_NODE,Aaron,C,2025-02-08,1
WO-0003084,CAT-1017,SPLR_11,U25,Theresa,A,2025-02-08,0
WO-0003085,CAT-1021,SPLR_17,RACK2U,Dawn,A,2025-02-08,1
WO-0003086,CAT-1096,SPLR_11,U25,John,B,2025-02-08,0
WO-0003087,CAT-1007,SPLR_11,NUC,James,A,2025-02-08,0
WO-0003088,CAT-1067,SPLR_17,U25,Heather,B,2025-02-08,0
WO-0003089,CAT-1046,SPLR_06,NUC,Marissa,A,2025-02-08,1
WO-0003090,CAT-1075,SPLR_14,NUC,Jonathan,A,2025-02-08,0
WO-0003091,CAT-1087,SPLR_07,STORAGE_NODE,Jamie,A,2025-02-08,1
WO-0003092,CAT-1021,SPLR_08,U25,Rebecca,B,2025-02-08,0
WO-0003093,CAT-1033,SPLR_13,RACK1U,Aaron,B,2025-02-08,0
WO-0003094,CAT-1111,SPLR_14,RACK2U,Sarah,A,2025-02-08,0
WO-0003095,CAT-1005,SPLR_13,EMBEDDED_A,Jody,A,2025-02-08,0
WO-0003096,CAT-1113,SPLR_13,RACK1U,Dawn,B,2025-02-08,0
WO-0003097,CAT-1014,SPLR_14,RACK2U,Thomas,A,2025-02-08,0
WO-0003098,CAT-1092,SPLR_05,EDGE_AI,Carmen,B,2025-02-08,0
WO-0003099,CAT-1108,SPLR_02,EDGE_AI,Shannon,B,2025-02-08,0
WO-0003100,CAT-1028,SPLR_08,RACK2U,Philip,B,2025-02-08,0
WO-0003101,CAT-1072,SPLR_16,U25,Adam,B,2025-02-08,0
WO-0003102,CAT-1012,SPLR_12,EMBEDDED_B,Philip,A,2025-02-08,0
WO-0003103,CAT-1059,SPLR_14,EDGE_AI,Donna,A,2025-02-08,0
WO-0003104,CAT-1048,SPLR_06,EMBEDDED_A,Linda,A,2025-02-08,0
WO-0003105,CAT-1003,SPLR_13,EDGE_AI,Gabriel,B,2025-02-08,0
WO-0003106,CAT-1107,SPLR_15,U25,Daniel,C,2025-02-08,0
WO-0003107,CAT-1031,SPLR_11,NUC,Michael,B,2025-02-08,0
WO-0003108,CAT-1023,SPLR_14,RACK1U,Chad,C,2025-02-08,1
WO-0003109,CAT-1012,SPLR_14,EMBEDDED_B,Amy,C,2025-02-08,0
WO-0003110,CAT-1106,SPLR_10,U25,Adrienne,A,2025-02-08,0
WO-0003111,CAT-1101,SPLR_02,EMBEDDED_B,James,A,2025-02-08,0
WO-0003112,CAT-1089,SPLR_09,EDGE_AI,Timothy,C,2025-02-08,0
WO-0003113,CAT-1082,SPLR_06,RACK1U,Adrienne,A,2025-02-08,0
WO-0003114,CAT-1113,SPLR_04,NUC,Allison,A,2025-02-08,0
WO-0003115,CAT-1037,SPLR_09,STORAGE_NODE,Tiffany,A,2025-02-08,0
WO-0003116,CAT-1088,SPLR_01,EMBEDDED_B,Shannon,C,2025-02-08,1
WO-0003117,CAT-1097,SPLR_13,RACK2U,Erik,B,2025-02-08,0
WO-0003118,CAT-1114,SPLR_16,EMBEDDED_B,Brenda,A,2025-02-08,0
WO-0003119,CAT-1115,SPLR_12,EDGE_AI,Rachel,A,2025-02-08,0
WO-0003120,CAT-1029,SPLR_12,EMBEDDED_A,Philip,A,2025-02-09,0
WO-0003121,CAT-1086,SPLR_06,EMBEDDED_A,Jonathan,B,2025-02-09,0
WO-0003122,CAT-1074,SPLR_16,STORAGE_NODE,Mark,A,2025-02-09,1
WO-0003123,CAT-1043,SPLR_14,EMBEDDED_A,Derrick,B,2025-02-09,0
WO-0003124,CAT-1104,SPLR_03,RACK2U,Alexis,B,2025-02-09,0
WO-0003125,CAT-1094,SPLR_08,U25,Susan,B,2025-02-09,0
WO-0003126,CAT-1031,SPLR_09,STORAGE_NODE,Aaron,C,2025-02-09,0
WO-0003127,CAT-1054,SPLR_17,EMBEDDED_B,Jamie,C,2025-02-09,0
WO-0003128,CAT-1058,SPLR_05,RACK2U,Katherine,C,2025-02-09,1
WO-0003129,CAT-1046,SPLR_07,EMBEDDED_A,Adrienne,C,2025-02-09,1
WO-0003130,CAT-1104,SPLR_17,STORAGE_NODE,Joseph,B,2025-02-09,1
WO-0003131,CAT-1066,SPLR_17,RACK1U,Linda,A,2025-02-09,0
WO-0003132,CAT-1108,SPLR_13,STORAGE_NODE,Shannon,A,2025-02-09,0
WO-0003133,CAT-1064,SPLR_10,EMBEDDED_A,Chad,B,2025-02-09,0
WO-0003134,CAT-1048,SPLR_10,RACK2U,Tiffany,C,2025-02-09,0
WO-0003135,CAT-1106,SPLR_08,RACK2U,Carmen,A,2025-02-09,0
WO-0003136,CAT-1084,SPLR_05,RACK2U,Brandon,B,2025-02-09,0
WO-0003137,CAT-1063,SPLR_07,STORAGE_NODE,Adam,A,2025-02-09,0
WO-0003138,CAT-1086,SPLR_13,U25,Kevin,A,2025-02-09,0
WO-0003139,CAT-1026,SPLR_17,RACK1U,Kyle,C,2025-02-09,0
WO-0003140,CAT-1065,SPLR_13,EMBEDDED_A,Erik,A,2025-02-09,1
WO-0003141,CAT-1067,SPLR_15,NUC,Alice,A,2025-02-09,0
WO-0003142,CAT-1013,SPLR_10,EDGE_AI,Gabriel,C,2025-02-09,0
WO-0003143,CAT-1109,SPLR_01,EMBEDDED_B,Ashley,C,2025-02-09,0
WO-0003144,CAT-1095,SPLR_03,EMBEDDED_B,Erin,B,2025-02-09,1
WO-0003145,CAT-1096,SPLR_07,NUC,Ashley,B,2025-02-09,0
WO-0003146,CAT-1068,SPLR_12,EDGE_AI,Theresa,C,2025-02-09,0
WO-0003147,CAT-1034,SPLR_11,EMBEDDED_B,Vicki,A,2025-02-09,0
WO-0003148,CAT-1026,SPLR_13,U25,Gregory,C,2025-02-09,0
WO-0003149,CAT-1051,SPLR_17,EDGE_AI,Jose,A,2025-02-09,1
WO-0003150,CAT-1078,SPLR_01,EMBEDDED_B,Jamie,B,2025-02-09,0
WO-0003151,CAT-1099,SPLR_17,U25,Carolyn,A,2025-02-09,0
WO-0003152,CAT-1076,SPLR_10,STORAGE_NODE,Edward,C,2025-02-09,1
WO-0003153,CAT-1103,SPLR_10,RACK2U,Sarah,B,2025-02-09,0
WO-0003154,CAT-1048,SPLR_17,EDGE_AI,James,B,2025-02-09,1
WO-0003155,CAT-1039,SPLR_06,STORAGE_NODE,Carmen,C,2025-02-09,0
WO-0003156,CAT-1092,SPLR_09,STORAGE_NODE,Edward,A,2025-02-09,0
WO-0003157,CAT-1044,SPLR_03,NUC,Kelsey,C,2025-02-09,0
WO-0003158,CAT-1045,SPLR_06,RACK2U,Susan,A,2025-02-09,0
WO-0003159,CAT-1088,SPLR_05,EMBEDDED_B,Chad,A,2025-02-09,0
WO-0003160,CAT-1005,SPLR_11,RACK2U,Brenda,A,2025-02-09,0
WO-0003161,CAT-1027,SPLR_05,NUC,Trevor,C,2025-02-09,0
WO-0003162,CAT-1107,SPLR_08,RACK2U,Carmen,C,2025-02-09,1
WO-0003163,CAT-1046,SPLR_03,NUC,Dawn,A,2025-02-09,1
WO-0003164,CAT-1074,SPLR_06,STORAGE_NODE,Amy,B,2025-02-09,1
WO-0003165,CAT-1009,SPLR_05,EMBEDDED_B,Rebecca,B,2025-02-09,1
WO-0003166,CAT-1118,SPLR_04,EMBEDDED_B,Thomas,A,2025-02-09,1
WO-0003167,CAT-1085,SPLR_17,U25,Derrick,B,2025-02-09,0
WO-0003168,CAT-1061,SPLR_11,EDGE_AI,Danielle,A,2025-02-09,0
WO-0003169,CAT-1066,SPLR_13,STORAGE_NODE,Carolyn,A,2025-02-09,0
WO-0003170,CAT-1110,SPLR_02,EDGE_AI,Michael,A,2025-02-09,0
WO-0003171,CAT-1080,SPLR_08,EMBEDDED_B,Amy,A,2025-02-09,0
WO-0003172,CAT-1106,SPLR_11,EMBEDDED_B,Erica,A,2025-02-09,0
WO-0003173,CAT-1104,SPLR_14,U25,Kimberly,A,2025-02-09,0
WO-0003174,CAT-1007,SPLR_08,RACK1U,Jonathan,A,2025-02-09,0
WO-0003175,CAT-1062,SPLR_08,RACK1U,Adam,B,2025-02-09,1
WO-0003176,CAT-1050,SPLR_07,U25,Katherine,B,2025-02-09,0
WO-0003177,CAT-1053,SPLR_16,NUC,Gerald,B,2025-02-09,0
WO-0003178,CAT-1102,SPLR_17,NUC,Nathaniel,A,2025-02-09,1
WO-0003179,CAT-1037,SPLR_05,U25,Andrew,B,2025-02-09,0
WO-0003180,CAT-1112,SPLR_06,U25,Katherine,C,2025-02-09,0
WO-0003181,CAT-1021,SPLR_14,U25,Philip,C,2025-02-09,0
WO-0003182,CAT-1061,SPLR_09,STORAGE_NODE,Wesley,A,2025-02-09,0
WO-0003183,CAT-1020,SPLR_06,RACK1U,Anthony,A,2025-02-09,0
WO-0003184,CAT-1086,SPLR_13,U25,Vicki,A,2025-02-09,0
WO-0003185,CAT-1014,SPLR_03,EMBEDDED_A,Michael,A,2025-02-09,0
WO-0003186,CAT-1041,SPLR_05,U25,Jonathan,A,2025-02-09,0
WO-0003187,CAT-1090,SPLR_01,EDGE_AI,Erica,C,2025-02-09,0
WO-0003188,CAT-1063,SPLR_06,U25,Adrienne,B,2025-02-09,0
WO-0003189,CAT-1022,SPLR_05,EDGE_AI,Philip,C,2025-02-09,0
WO-0003190,CAT-1100,SPLR_01,EMBEDDED_A,Katherine,B,2025-02-09,0
WO-0003191,CAT-1106,SPLR_14,EMBEDDED_B,Kyle,B,2025-02-09,0
WO-0003192,CAT-1110,SPLR_17,EDGE_AI,Kevin,B,2025-02-09,0
WO-0003193,CAT-1069,SPLR_08,EDGE_AI,Marissa,C,2025-02-09,1
WO-0003194,CAT-1101,SPLR_05,EMBEDDED_A,Kathy,B,2025-02-09,0
WO-0003195,CAT-1002,SPLR_15,EMBEDDED_A,Wesley,A,2025-02-09,0
WO-0003196,CAT-1026,SPLR_10,STORAGE_NODE,Allison,A,2025-02-09,0
WO-0003197,CAT-1026,SPLR_08,EMBEDDED_A,Brenda,B,2025-02-09,0
WO-0003198,CAT-1037,SPLR_12,EMBEDDED_A,John,A,2025-02-09,1
WO-0003199,CAT-1073,SPLR_04,RACK2U,Gabriel,A,2025-02-09,0
WO-0003200,CAT-1106,SPLR_03,EMBEDDED_B,Brian,A,2025-02-10,0
WO-0003201,CAT-1080,SPLR_03,RACK2U,Gabriel,B,2025-02-10,1
WO-0003202,CAT-1117,SPLR_15,EMBEDDED_B,Gabriel,B,2025-02-10,0
WO-0003203,CAT-1015,SPLR_14,EMBEDDED_B,Sarah,A,2025-02-10,0
WO-0003204,CAT-1037,SPLR_02,U25,Kelsey,A,2025-02-10,0
WO-0003205,CAT-1106,SPLR_10,EDGE_AI,Jose,A,2025-02-10,0
WO-0003206,CAT-1044,SPLR_02,EMBEDDED_B,Jose,A,2025-02-10,0
WO-0003207,CAT-1057,SPLR_05,NUC,James,B,2025-02-10,0
WO-0003208,CAT-1025,SPLR_14,EMBEDDED_B,Tiffany,C,2025-02-10,1
WO-0003209,CAT-1007,SPLR_02,STORAGE_NODE,Alice,B,2025-02-10,0
WO-0003210,CAT-1022,SPLR_09,EMBEDDED_A,Katherine,B,2025-02-10,0
WO-0003211,CAT-1090,SPLR_03,NUC,Shannon,A,2025-02-10,0
WO-0003212,CAT-1069,SPLR_12,EMBEDDED_A,Susan,B,2025-02-10,0
WO-0003213,CAT-1098,SPLR_05,EDGE_AI,Nathaniel,A,2025-02-10,0
WO-0003214,CAT-1110,SPLR_09,EMBEDDED_A,Donald,A,2025-02-10,0
WO-0003215,CAT-1093,SPLR_04,EMBEDDED_B,Felicia,A,2025-02-10,0
WO-0003216,CAT-1092,SPLR_07,U25,Jay,A,2025-02-10,0
WO-0003217,CAT-1058,SPLR_11,EMBEDDED_B,Ashley,B,2025-02-10,0
WO-0003218,CAT-1006,SPLR_02,RACK1U,Kelsey,B,2025-02-10,0
WO-0003219,CAT-1016,SPLR_13,U25,Peter,A,2025-02-10,0
WO-0003220,CAT-1038,SPLR_07,RACK1U,John,A,2025-02-10,0
WO-0003221,CAT-1115,SPLR_02,STORAGE_NODE,Trevor,A,2025-02-10,1
WO-0003222,CAT-1062,SPLR_08,U25,Amy,A,2025-02-10,0
WO-0003223,CAT-1036,SPLR_11,RACK2U,Daniel,A,2025-02-10,0
WO-0003224,CAT-1083,SPLR_06,EDGE_AI,Trevor,C,2025-02-10,0
WO-0003225,CAT-1115,SPLR_09,U25,Michael,C,2025-02-10,0
WO-0003226,CAT-1033,SPLR_04,RACK1U,Heather,B,2025-02-10,0
WO-0003227,CAT-1066,SPLR_15,STORAGE_NODE,Derrick,C,2025-02-10,0
WO-0003228,CAT-1117,SPLR_12,EMBEDDED_B,Gary,C,2025-02-10,0
WO-0003229,CAT-1060,SPLR_17,EDGE_AI,Brian,B,2025-02-10,0
WO-0003230,CAT-1030,SPLR_05,EMBEDDED_A,Alexis,A,2025-02-10,0
WO-0003231,CAT-1105,SPLR_05,STORAGE_NODE,Taylor,B,2025-02-10,0
WO-0003232,CAT-1114,SPLR_04,EMBEDDED_A,Ashley,A,2025-02-10,0
WO-0003233,CAT-1012,SPLR_07,NUC,Jonathan,B,2025-02-10,0
WO-0003234,CAT-1097,SPLR_07,U25,Erin,B,2025-02-10,0
WO-0003235,CAT-1040,SPLR_15,EMBEDDED_B,John,A,2025-02-10,0
WO-0003236,CAT-1011,SPLR_01,EMBEDDED_B,Taylor,C,2025-02-10,0
WO-0003237,CAT-1099,SPLR_11,STORAGE_NODE,Jamie,A,2025-02-10,1
WO-0003238,CAT-1115,SPLR_03,RACK2U,Kelsey,A,2025-02-10,1
WO-0003239,CAT-1004,SPLR_09,EMBEDDED_A,Daniel,A,2025-02-10,0
WO-0003240,CAT-1056,SPLR_04,EMBEDDED_A,Peter,A,2025-02-10,0
WO-0003241,CAT-1039,SPLR_13,EDGE_AI,Vicki,B,2025-02-10,0
WO-0003242,CAT-1018,SPLR_08,NUC,Sarah,A,2025-02-10,0
WO-0003243,CAT-1116,SPLR_08,EDGE_AI,Katherine,A,2025-02-10,0
WO-0003244,CAT-1004,SPLR_04,RACK2U,Kathy,C,2025-02-10,0
WO-0003245,CAT-1062,SPLR_04,EDGE_AI,Margaret,C,2025-02-10,0
WO-0003246,CAT-1117,SPLR_16,RACK2U,Edward,B,2025-02-10,0
WO-0003247,CAT-1036,SPLR_16,RACK2U,Samantha,C,2025-02-10,0
WO-0003248,CAT-1055,SPLR_15,EMBEDDED_B,Linda,A,2025-02-10,0
WO-0003249,CAT-1020,SPLR_03,RACK1U,Jamie,A,2025-02-10,0
WO-0003250,CAT-1098,SPLR_16,NUC,Edward,B,2025-02-10,1
WO-0003251,CAT-1036,SPLR_06,RACK1U,Adam,A,2025-02-10,1
WO-0003252,CAT-1055,SPLR_10,RACK2U,Jody,A,2025-02-10,0
WO-0003253,CAT-1040,SPLR_03,EMBEDDED_B,Marissa,A,2025-02-10,0
WO-0003254,CAT-1054,SPLR_07,RACK1U,Anthony,B,2025-02-10,1
WO-0003255,CAT-1054,SPLR_08,EDGE_AI,Dawn,B,2025-02-10,0
WO-0003256,CAT-1109,SPLR_13,EDGE_AI,Kimberly,C,2025-02-10,1
WO-0003257,CAT-1017,SPLR_14,STORAGE_NODE,Kelsey,A,2025-02-10,0
WO-0003258,CAT-1035,SPLR_12,U25,Philip,B,2025-02-10,0
WO-0003259,CAT-1049,SPLR_07,RACK1U,Vicki,A,2025-02-10,0
WO-0003260,CAT-1005,SPLR_02,U25,Peter,B,2025-02-10,1
WO-0003261,CAT-1098,SPLR_17,U25,Rebecca,B,2025-02-10,0
WO-0003262,CAT-1075,SPLR_15,EMBEDDED_A,Michael,B,2025-02-10,0
WO-0003263,CAT-1113,SPLR_03,EMBEDDED_A,Adam,A,2025-02-10,1
WO-0003264,CAT-1096,SPLR_13,NUC,James,A,2025-02-10,1
WO-0003265,CAT-1100,SPLR_02,EMBEDDED_B,Ashley,A,2025-02-10,0
WO-0003266,CAT-1020,SPLR_13,NUC,John,B,2025-02-10,1
WO-0003267,CAT-1101,SPLR_10,RACK2U,Steven,A,2025-02-10,0
WO-0003268,CAT-1035,SPLR_15,EDGE_AI,Jody,A,2025-02-10,0
WO-0003269,CAT-1038,SPLR_06,EMBEDDED_B,Peter,A,2025-02-10,0
WO-0003270,CAT-1059,SPLR_14,NUC,Amy,B,2025-02-10,1
WO-0003271,CAT-1030,SPLR_10,RACK1U,Kathy,C,2025-02-10,0
WO-0003272,CAT-1093,SPLR_02,RACK1U,Lisa,A,2025-02-10,0
